lat,lon,grnd,gebco,uncertainty,tid_flag
60.98597,-36.50025,2904.5842315294603,2931.0,739.1,9998
51.26468,-39.39433,3800.758848807228,3632.0,816.3,-1
61.0724,-37.27025,2874.278157426554,2883.0,549.0,9998
59.267606666666666,-34.55390166666667,2701.6599616483827,2769.0,254.5,9998
61.26955,-36.6909,2852.738118923887,2818.0,545.6,-1
59.20874,-34.48687,2723.187248294465,2675.0,344.5,9998
61.80861,-35.83765,2840.8937126338415,2832.0,1233.6,9998
51.70958,-40.45057,3870.7035365662755,3064.0,2414.1,9998
59.19239,-33.02974,2222.915062868378,2087.0,614.8,9998
61.22581,-40.19696,2830.272580414596,1981.0,3204.5,9998
52.22658166666667,-41.01710666666666,2859.803662847106,2964.0,1352.4,-1
58.94692,-34.67318,2784.844143414819,2578.0,620.1,-1
61.879165,-36.174843333333335,2753.895591613088,2770.0,408.6,9998
52.23105,-41.02062,3069.93964942806,2970.0,1454.9,-1
58.6471,-35.31417833333333,3040.9044374476944,3100.0,1001.7,9998
61.994598333333336,-34.611866666666664,2885.7964590992788,2896.0,991.7,9998
52.292215,-40.52282833333334,3150.9909986210087,3212.0,2252.5,-1
58.61507833333334,-36.58143166666667,3046.7713322144946,3027.0,504.6,9998
61.18371,-34.05143666666667,2986.5838649401435,2987.0,505.2,9998
52.27197666666667,-40.111983333333335,3139.2778408115046,3131.0,2275.0,9998
61.30571,-33.99127,2983.6258795864,2982.0,595.1,9998
52.145575,-39.89658166666667,3178.374166390358,3138.0,2342.2,9998
61.182535,-34.3586,2977.7951315140153,2978.0,232.0,9998
51.86190333333333,-39.756925,2979.1664593986425,2981.0,2311.3,9998
61.41493,-35.31121,2941.6056273291074,2938.0,1384.8,9998
51.64207,-39.84258,3156.0574794630343,3101.0,2079.5,9998
61.63375333333333,-35.795806666666664,2843.863445539343,2815.0,1241.6,9998
59.21501,-38.905818333333336,3033.928207711594,3062.0,1215.7,9998
60.86186166666667,-35.83528333333334,2957.360305801844,2970.0,829.8,9998
60.857345,-36.59990333333333,2952.4778356762185,2942.0,638.0,9998
61.77374833333333,-35.54055833333334,2874.121751159254,2883.0,1909.4,9998
61.90317,-34.11244,2935.634607361925,2938.0,364.6,9998
62.53093,-33.99196,2874.9326648198225,2857.0,1177.4,9998
58.15399,-37.91671,2868.1129119312136,2756.0,708.1,9998
62.41714,-33.36794,2912.0781316286016,2920.0,862.3,9998
57.97609333333333,-37.728026666666665,2997.1237761641555,3094.0,484.2,9998
62.753455,-33.93001833333334,2857.299174516116,2841.0,1789.4,9998
63.02555,-35.39988,2633.3973187721454,2619.0,773.0,9998
63.87727833333334,-33.452373333333334,2590.1985747075573,2534.0,643.9,9998
63.18895833333333,-36.741258333333334,2315.2881669741955,2331.0,1858.0,9998
58.057945,-37.97588666666667,2834.904387604535,2846.0,618.5,9998
62.201418333333336,-36.54871833333333,2572.913478528244,2583.0,644.2,-1
